id,name,url,rating,rate_number,star,lat,long
3210,Khách Sạn Phương Huy 2 Đà Lạt,https://mytour.vn/3210-khach-san-phuong-huy-2-da-lat.html,7.6,250,2,11.946432351938,108.44020840926
3215,Monet Garden Villa (Hoàng Anh - Đất Xanh cũ),https://mytour.vn/3215-monet-garden-resort.html,8.2,323,4,11.945076609203,108.45964092003
11809,Khách Sạn Đại Lợi Fortune ,https://mytour.vn/11809-khach-san-dai-loi-fortune.html,8.0,14,3,11.945354792679,108.43918327169
12056,Zen Valley Dalat Resort,https://mytour.vn/12056-zen-valley-dalat-resort.html,8.3,97,3,11.9383971,108.4591126
11735,Khách Sạn My Dream 1,https://mytour.vn/11735-khach-san-my-dream-1.html,7.8,95,1,11.947134,108.435894
11861,Khách sạn Bách An Lạc,https://mytour.vn/11861-khach-san-bach-an-lac.html,7.8,71,2,11.956684,108.4385097
15279,Khách sạn Ngọc Châu Đà Lạt,https://mytour.vn/15279-khach-san-ngoc-chau-da-lat.html,8.5,20,1,11.9405842,108.43582
3524,Đà Lạt Edensee Lake Resort & Spa,https://mytour.vn/3524-da-lat-edensee-lake-resort-spa.html,8.7,78,5,11.886794961822,108.42349316947
3525,Khách Sạn Saphir Đà Lạt,https://mytour.vn/3525-khach-san-saphir-da-lat.html,7.7,395,4,11.941816483617,108.43453963013
3526,Khách Sạn Thi Thảo Gardenia Đà Lạt,https://mytour.vn/3526-khach-san-thi-thao-gardenia-da-lat.html,7.7,285,3,11.943687499667,108.43929708523
3529,Khách Sạn Hoan Hỷ,https://mytour.vn/3529-khach-san-hoan-hy.html,8.1,10,2,11.942964750187,108.43516789755
3530,Khách Sạn PX,https://mytour.vn/3530-khach-san-px.html,7.8,1085,2,11.943307363683,108.43420813003
3531,Mộng Mơ Resort,https://mytour.vn/3531-mong-mo-resort.html,8.1,185,2,11.978293733496,108.4451799489
3537,Khách Sạn Phương Huy 1,https://mytour.vn/3537-khach-san-phuong-huy-1-da-lat.html,7.7,468,1,11.94679706018,108.44054285966
11770,Khách Sạn Royal Đà Lạt,https://mytour.vn/11770-khach-san-royal-da-lat.html,8.2,292,3,11.9415462,108.436507
12201,,https://mytour.vn/12201-khach-san-thien-kim.html,8.2,34,1,11.942989,108.432743
9388,Ana Mandara Villas Dalat Resort & Spa,https://mytour.vn/9388-ana-mandara-villas-dalat-resort-spa.html,8.2,86,5,11.945826174904,108.42397507036
4317,Khách Sạn La Pensee ,https://mytour.vn/4317-khach-san-la-pensee.html,7.6,154,2,11.945744758621,108.43970687546
6637,Nhà nghỉ Du lịch Phương Huy 3 Đà Lạt,https://mytour.vn/6637-nha-nghi-du-lich-phuong-huy-3-da-lat.html,7.6,247,1,11.945561143845,108.43932864471
11340,Khách Sạn My Dream 2,https://mytour.vn/11340-khach-san-my-dream-2.html,7.6,191,1,11.948495,108.44027
10097,Khách Sạn Nguyên Anh 3/2,https://mytour.vn/10097-khach-san-nguyen-anh-32.html,7.9,27,1,11.942844931675,108.43487869949
14535,DaLat De Charme Village,https://mytour.vn/14535-dalat-de-charme-village.html,8.9,15,3,11.932657,108.464729
11712,Khách Sạn Rừng Hoa Đà Lạt ,https://mytour.vn/11712-khach-san-rung-hoa-da-lat.html,8.1,66,2,11.977706,108.4501474
12223,Khách sạn Victory Đà Lạt ( Lê Vi cũ ),https://mytour.vn/12223-khach-san-victory-da-lat.html,8.1,425,3,11.941752,108.434813
10094,Khách Sạn Tulip Xanh,https://mytour.vn/10094-khach-san-tulip-xanh.html,7.5,229,1,11.944052,108.431
11215,Khách Sạn Thy Thư,https://mytour.vn/11215-khach-san-thy-thu.html,7.9,84,1,11.9412003,108.4350957
10139,Khách sạn Reveto Đà Lạt,https://mytour.vn/10139-khach-san-reveto-da-lat.html,8.1,332,1,11.972688246377,108.45235083955
10482,Osaka Village Đà Lạt,https://mytour.vn/10482-osaka-village-da-lat.html,8.2,396,3,11.92498932493,108.44271095182
10494,Khách Sạn Phố Núi,https://mytour.vn/10494-khach-san-pho-nui.html,8.0,1070,3,11.940053691895,108.43640708822
10519,Khách Sạn Tulip 1 Đà Lạt,https://mytour.vn/10519-khach-san-tulip-1-da-lat.html,8.3,158,2,11.942841146083,108.43497076238
10547,Khách Sạn Hồng Hoa,https://mytour.vn/10547-khach-san-hong-hoa.html,7.8,35,1,11.948410840975,108.43949094785
10610,Khách Sạn Lê Nguyễn,https://mytour.vn/10610-khach-san-le-nguyen.html,8.0,13,3,11.9467828,108.4335612
10617,Nhà nghỉ Xưa và Nay 1,https://mytour.vn/10617-nha-nghi-xua-va-nay-1.html,7.7,388,1,11.9379353,108.4353751
10633,Khách Sạn Sen Vàng,https://mytour.vn/10633-khach-san-sen-vang.html,8.3,434,2,11.9485054,108.4356218
10669,Biệt thư Khánh Lâm,https://mytour.vn/10669-biet-thu-khanh-lam.html,8.5,85,1,11.956266216708,108.43452881793
11251,Nhà nghỉ Xưa Và Nay 2,https://mytour.vn/11251-nha-nghi-xua-va-nay-2.html,7.7,137,1,11.9379463,108.4353756
10775,Khách Sạn Phạm Lê,https://mytour.vn/10775-khach-san-pham-le.html,7.5,12,1,11.937930222934,108.42647329542
10818,Khách Sạn Villa Sunset Dalat,https://mytour.vn/10818-khach-san-villa-sunset-dalat.html,7.9,10,2,11.928233300636,108.44562192204
13423,Khách sạn Phước Sơn ,https://mytour.vn/13423-khach-san-phuoc-son.html,8.5,10,2,11.941903,108.436416
10840,Khách Sạn Giai Điệu Melody,https://mytour.vn/10840-khach-san-giai-dieu-melody.html,8.2,536,3,11.925462997554,108.44703390557
12847,Hotel Kings,https://mytour.vn/12847-khach-san-kings.html,8.1,133,4,11.943953,108.440285
13838,Khách sạn Happy Day Đà Lạt (cơ sở 2),https://mytour.vn/13838-happy-day-2-hotel.html,7.7,224,1,11.94637,108.435895
11308,Khách Sạn Beepub,https://mytour.vn/11308-khach-san-beepub.html,8.1,155,1,11.9446479,108.4346831
10939,Khách Sạn Thắng Lợi 2 Đà Lạt,https://mytour.vn/10939-khach-san-thang-loi-2-da-lat.html,8.1,38,2,11.940938095762,108.43187080731
10947,Khách Sạn Tâm Dung 1,https://mytour.vn/10947-khach-san-tam-dung-1.html,8.0,189,1,11.940674920379,108.43444167711
10948,Khách Sạn Tâm Dung 2,https://mytour.vn/10948-khach-san-tam-dung-2.html,8.0,29,1,11.9404335,108.4340715
11015,Khách Sạn Xuân Hồng 1,https://mytour.vn/11015-khach-san-xuan-hong-1.html,7.6,101,1,11.9405175,108.4353107
11022,Khách sạn Ngọc Trâm Anh,https://mytour.vn/11022-khach-san-ngoc-tram-anh.html,8.0,23,1,11.944954921462,108.43897595149
11025,Khách Sạn Phố Lạnh,https://mytour.vn/11025-khach-san-pho-lanh.html,7.7,17,2,11.935500062439,108.44094201164
11046,Khách Sạn Ngọc Phát,https://mytour.vn/11046-khach-san-ngoc-phat.html,8.6,215,3,11.937695169921,108.44425051006
13624,Khách sạn Triều Hảo,https://mytour.vn/13624-khach-san-trieu-hao.html,7.5,12,1,11.943748,108.439495
14358,Khách sạn Du Lys,https://mytour.vn/14358-khach-san-du-lys.html,8.5,33,3,11.940789,108.434618
11239,SAM Tuyen Lam Resort (Sacom Resort cũ),https://mytour.vn/11239-sam-tuyen-lam-resort.html,8.1,96,4,11.895729627932,108.44051957116
13931,Khách sạn Ngàn Hoa Đà Lạt,https://mytour.vn/13931-khach-san-ngan-hoa-da-lat.html,8.0,57,2,11.9486,108.439348
11330,Bình An Village Resort Dalat,https://mytour.vn/11330-binh-an-village-resort-dalat.html,8.6,14,5,11.8998298,108.4298302
11478,Khách Sạn Liên Viễn Phát,https://mytour.vn/11478-khach-san-lien-vien-phat.html,8.0,78,3,11.944359,108.439951
11726,I - Hotel Đà Lạt,https://mytour.vn/11726-i-hotel-da-lat.html,7.8,27,1,11.9404912,108.4350157
11768,Khách Sạn Hằng Nga 1,https://mytour.vn/11768-khach-san-hang-nga-1.html,8.0,59,1,11.946048679364,108.43984763495
11906,Khách Sạn Villathol,https://mytour.vn/11906-khach-san-villathol.html,8.0,41,1,11.9426567,108.4308309
12005,Biệt Thự Hồng Môn,https://mytour.vn/12005-biet-thu-hong-mon.html,8.2,178,3,11.930180628704,108.4432420201
12250,Khách Sạn Gold Dream,https://mytour.vn/12250-khach-san-gold-dream.html,8.1,167,2,11.938458,108.438567
12593,Biệt thự Lê Hoàng,https://mytour.vn/12593-biet-thu-le-hoang.html,8.4,11,3,11.941146,108.452371
12637,Khách Sạn Nice Dream,https://mytour.vn/12637-khach-san-nice-dream.html,8.3,250,3,11.942518,108.437083
12649,Khách sạn Nam Đông,https://mytour.vn/12649-khach-san-nam-dong.html,7.7,13,2,11.942958,108.428991
12687,Yolo Hostel N Bar,https://mytour.vn/12687-yolo-hostel-n-bar.html,8.5,32,1,11.944797,108.434786
12743,Swiss-Belresort Tuyen Lam Dalat Resort,https://mytour.vn/12743-swiss-belresort-tuyen-lam-dalat-resort.html,8.7,197,5,11.883129,108.451433
12763,Khách Sạn Hoàng Minh Châu,https://mytour.vn/12763-khach-san-hoang-minh-chau.html,8.4,44,2,11.940388,108.436611
12756,Nguyên Minh guesthouse,https://mytour.vn/12756-nguyen-minh-guesthouse.html,8.1,132,1,11.943724,108.430928
12776,Bạch Dương Villa,https://mytour.vn/12776-bach-duong-villa.html,9.2,11,3,11.943375,108.432697
12767,Khách sạn Trung Cang,https://mytour.vn/12767-khach-san-trung-cang.html,7.6,65,2,11.944066,108.440135
13649,Khách sạn Lá Xanh,https://mytour.vn/13649-khach-san-la-xanh.html,7.9,14,2,11.941515,108.432575
12909,Khách sạn Diamond Đà Lạt (ngay khu Hòa Bình),https://mytour.vn/12909-khach-san-diamond-da-lat-ngay-khu-hoa-binh.html,8.5,36,2,11.943825,108.435906
13012,Khách sạn Iris Đà Lạt,https://mytour.vn/13012-khach-san-iris-da-lat.html,8.4,183,3,11.941802,108.434515
13033,Khách sạn Ngoc Nguyên Anh ,https://mytour.vn/13033-khach-san-ngoc-nguyen-anh.html,8.7,136,2,11.950235,108.438889
13120,Khách sạn Pansy,https://mytour.vn/13120-khach-san-pansy.html,8.2,37,2,11.942291,108.434181
13117,Khách sạn Arapang,https://mytour.vn/13117-khach-san-arapang.html,8.2,211,2,11.94121,108.435756
13131,Khách sạn Hương Sen Đà Lạt,https://mytour.vn/13131-khach-san-huong-sen-da-lat.html,7.9,119,1,11.941794,108.434591
13199,Khách sạn Yolo Camping House,https://mytour.vn/13199-khach-san-yolo-camping-house.html,8.9,12,1,11.92689,108.447017
13462,Ken's House Backpackers - Downtown,https://mytour.vn/13462-kens-house-backpackers-downtown.html,8.1,12,1,11.940561,108.435471
13536,Tuấn Vũ Homestay,https://mytour.vn/13536-tuan-vu-homestay-da-lat.html,8.4,24,1,11.945141,108.429286
13592,Khách sạn Ngọc Trai Vàng,https://mytour.vn/13592-khach-san-ngoc-trai-vang.html,8.3,24,2,11.939104,108.433559
13622,Khách sạn ISANA ,https://mytour.vn/13622-khach-san-isana.html,8.1,44,2,11.944806,108.434878
13625,Khách sạn Xuân Cường,https://mytour.vn/13625-khach-san-xuan-cuong.html,8.4,82,2,11.946195,108.43583
13627,Khách sạn Tamy,https://mytour.vn/13627-khach-san-tamy.html,7.6,181,2,11.940803,108.433286
13661,Khách sạn Hoàng Quân Đà Lạt,https://mytour.vn/13661-khach-san-hoang-quan-da-lat.html,8.1,10,2,11.939441,108.433148
13694,Khách sạn Lưu Thái Hiền,https://mytour.vn/13694-khach-san-luu-thai-hien.html,8.1,25,1,11.944552,108.438145
13724,Khách sạn Tulip 3 Đà Lạt,https://mytour.vn/13724-khach-san-tulip-3-da-lat.html,8.5,88,2,11.942711,108.434945
13746,Khách sạn White Pearl,https://mytour.vn/13746-khach-san-white-pearl.html,8.1,144,3,11.941782,108.434525
13748,Khách sạn Khánh Thịnh,https://mytour.vn/13748-khach-san-khanh-thinh.html,8.5,14,1,11.948408,108.440212
13751,Khách sạn Mimosa ,https://mytour.vn/13751-khach-san-mimosa.html,7.6,16,1,11.947843,108.435827
13775,Khách sạn A.M Memory,https://mytour.vn/13775-khach-san-am-memory.html,8.4,20,2,11.949474,108.438833
13850,Khách sạn Bình Đào,https://mytour.vn/13850-khach-san-binh-dao.html,8.2,10,1,11.941938,108.434759
13851,Trịnh Gia Homestay Đà Lạt,https://mytour.vn/13851-trinh-gia-homestay-da-lat.html,8.4,49,1,11.955626,108.442545
13932,Biệt thự La Vie En Rose,https://mytour.vn/13932-biet-thu-la-vie-en-rose.html,9.0,56,3,11.929398,108.447498
14094,Biệt thự Memory Đà Lạt,https://mytour.vn/14094-biet-thu-memory-da-lat.html,8.2,12,3,11.939885,108.455818
14116,Khách sạn Sơn Thủy 2,https://mytour.vn/14116-khach-san-son-thuy-2.html,8.2,11,2,11.941883,108.434528
14290,Khách sạn An An Đà Lạt,https://mytour.vn/14290-khach-san-an-an-da-lat.html,8.5,36,2,11.955655,108.442509
14339,Khách sạn Ladalat,https://mytour.vn/14339-khach-san-ladalat.html,9.2,16,5,11.977723,108.451011
14359,Khách sạn Lucky Star Đà Lạt,https://mytour.vn/14359-khach-san-lucky-star-da-lat.html,8.2,34,2,11.927724,108.44425
